Transcript,Label,translated_words,full_source_language
김지원 감사 합니다 선생 합니까 다름 아니 에서 지금 사람 점검 선생 여기 대신 통장 더라고 지금 여기 선생 19 으시 고요 여보세요 습니까 선생 부분 대해서 선생 한테 통장 다고 얘기 사신 아니 냐고요 동물 그게 아니 선생 자료 저희 한테 갑니다 지금 음악 잖아요 고요 계시 잖아요 지금 더듬 아니 세요 지금 똑바로 라고요 조금 던지 던지 상관 습니다 저쪽 따뜻 니까,1.0,Thank you Kim Ji -won.I'm not stuttering right now. It's right now.,korean
불법 놨어요 저희 대해서 보내 골반 으십니까 예요 일단 저희 검찰 에서 현재 금융 감독원 계좌 계좌 으로 진행 예요 내용 금융 감독원 인증 분리 어요 한번 농협 사용 세요 하나 본인 직접 사용 박물관 어디 금융 상무 명만 간단 세요 우리 며느리 으로 법륜공 상호 준비,1.0,"I have been illegally, and you send it to our pelvis. Once our prosecution is currently in the financial supervisor account account account, the Financial Supervisory Service is separated by the Financial Supervisory Service.",korean
근데 치킨 되게 장사 형사 매입 거든 건물 주인 넘겼 그냥 장사 망해 근데 형사 거기 매입 잠복 수사 할려고 치킨 너무 치킨 너무 맛있 그서 완전 맛집 돼서 사람 몰리 니까 형사 수사 제대로 맨날 치킨 아야 그런 약간 코미 딘데 결국 나중 더라고 근데 재밌 어서,0.0,"But if you buy a chicken detective, it's just a building owner.",korean
여보세요 여보세요 아줌마 주위 누구 아유 지금 길거리 여보세요 바꿔요 빨리 아줌마 조용 에서 전화 으라고 어떻게 여보세요 여보세요 아줌마 조용 에서 전화 거나 그러 전화 필요 바로 지금 어디 에요 그건 필요 한테 얼마 대답 여보세요 여보세요 아줌마 계속 전화 아니 어딘데요 어떻게 라는 건데요 그건 필요 아줌마 한테 얼마 대답 얼마 여보세요 여보세요 아줌마 똑똑 행동 허튼 수작 부리 전화 바꿔 라고요 아줌마 계속 그럼 전화 어디 에요 거기 그건 필요 한테 얼마 냐고 아니 얼마 라는 건데요 지금 금액 천만 라고요 금액 천만 라고 아줌마 지금 주위 사람 아니 다쳤 어요 지금 머리 다쳤 다고 아까 그러 다쳤 그냥 잠깐 코피 났었 건데 오바 니까 얼마 냐고 다쳤 다고 아니 대답 때렸 어요 그렇게 때렸 으니까 아줌마 생각 정도 아니 니까 아니 다쳤 다는 그럼 전하 으면 해치 습니다 그건 약속 할게요 잠깐 바꿔 아줌마 한테 계속 바꿔 라고 어떡 아줌마 아니 목소리 봐야지 아니 에요 주위 사람 에서 전화 으라고 다고요 아줌마 한테 얼마 먼저 대답 세요 아줌마 라고 한번 전화 입니다 아줌마 똑똑 행동 세요 똑똑 행동 다치 전하 돌려 보내 니까 한테 얼마 어요 아니 일단 목소리 무사 한지 아야 아니 에요 아줌마 앞서 나가 한테 얼마 냐고 아줌마 통장 얼마 아무것 어요 신용 카드 그럼 신용 카드 그럼 한테 어떻게 건데 어떻게 건데 아줌마 으면 거래 된다는 그치 아저씨,1.0,"Honey, honey, you are around Ayo's streets Now I change the street. How do you call me in the aunts?How much is it. How much is it? How much is you answered?I was hurt by the person. I was injured because I was injured.I don't have to change my voice.How much is Naga?",korean
아니 본인 으로 발생 도용 고속 으로 여기 까지 본인 연락 드렸 잠시 통화 괜찮 으십니까 의정부 지방 검찰청 라고요 저희 본인 개인 정보 여자 으니까 으니까 돼서 본인 확인 연락 드렸 다고 말씀 드렸 의심 스러우 의정부 지방 검찰청 으로 직접 나오 셔서 조사 으세요 습니까 지금 도와 드리 려고 연락 드렸 예요 현재 저희 김정호 주범 으로 금융 범죄 사귄다는 검거 습니다 께서 혹시 전라남도 광주 태상 40 남성 김성수 라는 사람 계십니까 공부 과정 에서 지금 대상 대포통장 복제 신용 카드 앞서 그분 상의 해서 본인 명의 농협 행과 하나 금융 통장 발견 통장 으로 입금 확인 아니 라요 범죄 현장 에서 발견 본인 명의 통장 연락 드린 예요 근데 저희 통장 통해 결과 2016 22 경기도 광명시 철산동 지점 에서 본인 명의 통장 개설 걸로 확인 습니다 본인 께서 내방 건가요 으시 고요 그렇 혹시 최근 사이 신분증 여권 지갑 본인 개인 정보 담겨 물건 분실 도난 당한 으니까 그렇 다면 최근 개인 정보 유출 인해서 어머니 께서 해방 포털 사이트 인터 파크 네이버 페이스북 포탈 매체 에서 본인 에게 메일 문자 40 으신,1.0,"No, I contacted you at the high speed of theft. You're okay with the Uijeongbu District Prosecutors' Office.I have contacted you to give you a financial crime as Kim Jung -ho.I did not confirm the deposit with the bank account. I found my bank account at the crime site.If you have been stolen by the information, the mother is leaked in recent personal information, so the mother has a 40 -mail letter to the Liberation Portal Site Interpark Naver Facebook Portal Media",korean
그건 거의 작물 근데 작물 으면은 여덟 시간 짜리 작물 시간 짜리 30 짜리 시간 많이 그래서 자기 시간 미리 체크 그걸 미리 작물 일어나 작물 수확 게끔 그걸 해야 그게 나중 면은 너무 기계 으로 그걸 한단 그래서 재미,0.0,"It's almost a crop, but if it's a crop, it's an eight -hour crop time 30 times a lot of time.",korean
아시 거기 솔직 답변 습니다 일단 조사 위해서 11 처음 부터 조사 과정 검단 진행 다음 아니 일단 본인 대신 증거 자료 만드 겁니다 일단 노트 육성 위치 추적,1.0,I'm honest with you.,korean
서울 지방 검찰청 금융 범죄 수사 수사관 입니다 다름 아니 저희 지금 계신데 통장 동전 던지 해서 30 동안 대포통장 으로 사용 구요 계셨 습니까 모르 사람 으면은 통장 으로 11 레시피 검정 보리 원칙 따라서 운동장 교사 려면 본인 신분증 지참 해당 통장 바로 습니까 문화방송 사건 조사 컨설팅 에서 시간 사건 연루 용의자 신부 때문 무슨 조절 해야 용의자 지나갈 본인 피해 자라 본인 신상 증상 대해서 문제 생길 부분 고요 지금 까지 피해 에서 본인 모르 사이 정신 계좌 에서 빠져나가 사람 통장 출통 처리 어서 피해 습니다 서울 지방 검찰청 금융 범죄 수사 수사관,1.0,"The Seoul District Prosecutors' Office Financial Crime Investigation Investigator.In the case investigation consulting, the suspect involved in the time incident should be controlled by the suspect's damage to the suspect.Investigator",korean
여보세요 수고 십니다 서울 지방 경찰청 경제 범죄 수사 정산 합니다 경제 범죄 수사 송두영 라고 아니 고요 다고 연락 건데 혹시 아이 72 인데 본인 천안 다름 아니 15 수사 에서 저희 올해 20 저희 서울시 관악구 일대 에서 금융 서비스 수지 에서 나오 자전거 현장 에서 물품 앞서 사정 어요 저녁 통장 개인 신분증 과정 에서 사장 한번 모르 네요 구더기 거기 어디,1.0,"Huh, it's hard to see that Seoul Metropolitan Police Agency's economic crime investigation is settled.I don't know the boss in the process of personal ID evening in the evening",korean
여보세요 고객 입니다 지금 일단 심사 결과 나오 잠깐 통화 실까요 일단 지금 메모 십니까 고객 3000 97 20 개월 일단 서류 심사 나오 어요 매달 납부 금액 정확히 63 구요 원금 39 24 나갈 예정 십니다 저희 설정 드릴 건데 동의 십니까 그러 지금 약정 저희 도와 드려 볼까요 어떤 대출 약정 고객 매달 원금 납부 날짜 아무 날짜 설정 단위 설정 십니다 20 그럼 20 짜로 저희 드릴 일단 저희 연동 부분 겁니다 연말 때문 지연 정도 걸릴 예정 인데 연동 들어가 고객 국민은행 계좌 에서 저희 으로 납부 바로 겁니까 자동 으로 바로 출금 된단 말씀 인가요 고객 께서 셔야 에요 증서 발행 의사 직접 셔서 송금 처리 셔야 합니다 회사 어떤 회사 계좌 말씀 에요 아니 계좌 고객 개인 실명 계좌 들어가 에요 저희 팀장 사급 성함 으로 직접 들어가 겁니다 개인 계좌 그러면 원래 그게 그랬 다가 경우 아니 고객 지금 확정 승인서 까지 나오 으면 대출 나가 개인 계좌 냐면 작년 까지 해도 법인 계좌 설정 으로 대출금 과정 에서 문제 발생 됩니다 그때 마다 담당자 책임 회피 때문 담당 자분 휴대폰 번호 알려 어요 010 xxxxx 성함 어떻게 신다고 김민철 입니다 지금 바로 통화 신가요 지금 업무 시간 라서 원래 휴대폰 만지 바로 연락 습니다 습니다,1.0,"Hello customer. Now, the result of the review is a call for a while.Let's see a loan contract customer monthly payment date setting unit setting Unit Set up.You have to say that the customer must come to the authority to issue a certificate.If you come out until you come out, it's a personal account until last year.I will contact you right away",korean
그러니까 그날 시간 시간 아침 30 잘못 알려줘 절로 흘리 그러 버스 노선 30 시간 그날 다리 아퍼 머리 두통약 까지 두통약 까지 최악 특강 최악 특강 그때 학원 제대로 너무 힘들,0.0,"So, that day's time morning 30, let me know that the bus route is 30 hours that day, the worst lecture of the worst lecture to the headache medicine until the head of the head of the bridge.",korean
노트 그림 그리 거든 원래 스케치북 았었 용량 너무 많이 차지 해서 삭제 근데 노트 지우기 단위 잖아 그래 그걸 아무리 줄여도 줄여도 부분 까지 지워 그래 그거 오히려 그게 다시 그리 쉬워서 그래서 약간 장단점 전문 그리 아니 지만 그래도 노트 나쁘 근데 노트,0.0,,
수저 저희 금융 서비스 즐거움 현장 에서 다량 총장 신분증 확인 해야 과정 에서 통장 그리고 신분증 같이 발견 발견 지방 때문 확인 그리고 여쭙 반찬 때문 연락 드린 고요 광양 대리점 통장 게살 버거 그리고 그러 냐고 조사 결과 으면 13 확인 계좌 통해서 4500 정도 불법 자금 세탁 사실 확인 때문 연락 드린 고요 말씀 드린 SC 스탠다드 통장 번역 해서 직접 출근 사회 으로 문제 개인 정보 유출 진작 신다고 으시 롯데카드 국민 동요 그러 일단 청구 부여 확인 세요 뒷면 노란색 그러니까 메모지 아이디 선생 영어 으셨고 골뱅이 하나 부쳤 어요 아이디 맛있 으십니까 으시 다면 혹시 실까요 국제 금융 사기 돈세탁 사거리 제일 건데 사건 번호 하나 불러 드리 드릴게요 잠깐 2015 한글 0668 호랑이 입니다 즐거운 추석 다시 말씀 드릴게요 서울 지방 경찰청 경제 범죄 수사 경사 라고 합니다 일단 정확 사건 내용 공원 그리고 경기장 까지 어제 날짜 해서 성인 인증 문자 주십시오 그리고 에서 발송 처리 앞서 약속 미리 통보 완료 때문 연락 드린 입니다 확인 정확 날짜 날짜 맞춰서 서울 지방 경찰청 일단 한번 셔야 건데 관할 경찰청 으로 한지 고서 사건 선생 아니 야구 11 같이 연료 으신데 개인 정보 유출 휴대 피해자 로서 계셨 생활 어려워 저희 범죄 하경 모르 조사 통장 으로 판매 다느니 계셔야 피의자 한테 속히 상황 신데 현재 계산 다는 증거 자료 때문 현재 로서 시작 네요 으신 고요 구성 정확 제일 장례식장 말씀 드리 자면 선생 께서 그래서 다른 아니 에요 저희 어머니 께서 고의 으로 계좌 양도 계좌 틀리 건지 아니 개인 정보 유출 인해서 본인 모르 사이 도용 당하 명의 도용 피의자 신분 건지 십니까 수원 입장 에서 부분 고서 진행 상황 때문 부탁 드려요 마시 고요 시간 해서 통화 내용 음성 목수 건데 혹시 전화 자필 서명 동일 효력 진희 수업 금성 기도 타이머 설정 사람 혹시 자료 으로 증거 자료 챙겨 드셨 어요 부분 때문 섞이 통화 부탁 드릴게요 질문 습니다 계신다 SC 스탠다드 통장 개설 부분 확인 결과 서울시 중구 개설 계좌 확인 혹시 본인 께서 직접 발급 도움 어서 통장 타인 에게 또는 최근 핸드폰 바꾸 변경 으십니까 저기 창고 아니 면은 휴대폰 바쁘 텐데 신경 습니까 통해서 일정 확인 그리고 신분증 통장 분실 도난 당한 으십니까 다른 내용 SC 스탠다드 라고 계십니까 인터넷 뱅킹 텔레 뱅킹 동안 생각 습니까 사용 세요 고요 그리고 동안 사용 모르 자금 상황 입금 어서 정확 거짓 없이 진짜 범죄자 최고 범죄자 추가 공범 라는 그리고 행사 직원 에게 현재 저희 에서 진행 상황 고요 추가 으로 2003 샤펠 성당 습니다 지금 까지 밝혀진 피해 사례 자면 본인 모르 사이 작업 물건 대부 업체 으로 본인 해서 본인 명의 까지 개통 대출 신청 에서 대출금 나오 면은 부분 인터넷 으로 관리 예금 적금 펀드 정보 마이너스 통장 부분 까지 인터넷 으로 해킹 해서 소맥 상황 신데 마찬가지 굉장히 우선 때문 휴게소 호박씨 고요 갑시다 선생 처럼 정보 유출 사건 연루 신부 에서 경찰청 모니터링 관리 으러 마지막 으로 통화 말씀 드리 습니다 선생 아니 사건 연루 모든 에게 공통 으로 계좌 추적 조회 으로 들어가 고요 그리고 도화동 죄송 해요 사용 우리은행 카드 저희 수사 기간 동안 지급 정지 돌아가 신다는 내용 계셔야 겁니다 대략 으로 61 에서 71 정보 대해서 설명 드리 들어가 불법 자금 그러니까 지금 부분 때문 부득이 필요 부분 지금 들어가 혹시 과정 에서 생긴 께서 지금 들어가 됩니다 자는 통장 으로 사용 해야 합니다 민원 사항 으시 저희 에서 예금자 보호법 지급 정지 들어가 우선시 해서 실체 기도 합니다 예금자 보호법 적용 무서운 시스템 시작 기간 동일 출근 메카드 사용 똑같이 사용 세요 드린 회장 학원 에서 저희 수사 기간 동안 불법 자금 유입 라던지 불법 주차 확인 시각 으로 저희 서울 지방 경찰청 으로 신고 쓰레기 버리 껴서 피해자 들어줄 지금 들어가 괜찮 부분 으십니까 저벅 신청 겁니까 지급 정지 나오 세계 실제로 사용 셔야 돼요 사용 셔야 됩니다 어디 어디 어디 어디 실제로 사용 셔야 회장 선생 샤워 제일 지급 정지 들어가 셔서 사용 세요 그리고 말씀 드렸 현대 피해 으실 그러니까 2030 노출 어서 그런 어떻게 십니까 대략 으로 말씀 세요 100 500 미만 500 청구 어요 우리 그래 혹시 라도 아서 피해 예요 요렇게 보고서 그만두 으로 올리 습니다 언제 든지 사항 궁금 사항 으시 언제 든지 연락 셔서 음성 고추 전화 라니까 메모 하나 세요 0264690303 연락,1.0,"In the process of confirmation of the discovery of discovery such as the bank account and ID in the process of checking the ID card in the process of confirming the discovery of the banks and identification in the process of confirmation of the discovery of ID cards.The fact that I contacted me because I was confirmed by the fact confirmation, I translated the SC Standard account book and said that I would like to go to work.If you do it, it's the best international financial fraud money laundering range.Please give me a certification text and I was informed because of the completion of the notice in advance.It's hard to sell it as a crime Hakkyung Moral Survey Bank.It's wrong, or because of the leakage of personal information, the stealing suspect is a stealing suspect.If you have the evidence as a data, I will ask for a mixing call.Noodles are busy, but are you worried about your schedule and your Identification account is stolen? Is it a different SC standard?The accomplice and the event staff are currently in progress.The savings fund information negative bank account is hacked on the Internet, so it's a wheat situation.I'm sorry to go to the inquiry and I'm sorry to use Woori Bank Card to stop paying during the investigation period.It will be used as a bank account. Complaint Insurance Up to the deposit protection law, the depositor protection law will be suspended and prioritized.Through or illegal parking confirmation, we will be able to enter the Seoul Metropolitan Police Agency and put out the trash and enter the victim now.Please stop and use it, and I said Hyundai damage.It's a voice pepper call, so please note 0264690303 contact",korean
